id,label,
ast_nodes,call_count,control_count,identifier_count,literal_count,max_ast_depth,
input_call_count,conversion_call_count,memory_call_count,exec_call_count,format_call_count,
pointer_identifier_count,address_of_count,
branch_count,loop_count,return_count,cyclomatic_complexity,
bounds_check_count,null_check_count,
array_write_count,sink_call_count,
taint_reachable,
def_count,use_count,
sink_inside_loop,
calls_per_ast_node,checks_per_sink
CWE415_Double_Free__malloc_free_char_01_bad,1,30,11,1,8,2,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,8,false,0.36666666666666664,0.0
goodG2B,0,29,10,1,7,2,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.3448275862068966,0.0
goodB2G,0,29,10,1,7,2,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.3448275862068966,0.0
CWE415_Double_Free__malloc_free_char_02_bad,1,36,11,3,8,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,8,false,0.3055555555555556,0.0
goodB2G1,0,39,11,4,7,5,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.28205128205128205,0.0
goodB2G2,0,35,10,3,7,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.2857142857142857,0.0
goodG2B1,0,39,11,4,7,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.28205128205128205,0.0
goodG2B2,0,35,10,3,7,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.2857142857142857,0.0
CWE415_Double_Free__malloc_free_char_03_bad,1,40,13,3,8,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,8,false,0.325,0.0
goodB2G1<duplicate>0,0,43,13,4,7,7,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.3023255813953488,0.0
goodB2G2<duplicate>0,0,39,12,3,7,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.3076923076923077,0.0
goodG2B1<duplicate>0,0,43,13,4,7,7,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.3023255813953488,0.0
goodG2B2<duplicate>0,0,39,12,3,7,6,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,7,false,0.3076923076923077,0.0
CWE415_Double_Free__malloc_free_char_04_bad,1,37,11,3,10,2,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,10,false,0.2972972972972973,0.0
goodB2G1<duplicate>1,0,41,11,4,9,3,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,9,false,0.2682926829268293,0.0
goodB2G2<duplicate>1,0,36,10,3,9,2,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,9,false,0.2777777777777778,0.0
goodG2B1<duplicate>1,0,41,11,4,9,3,11,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,9,false,0.2682926829268293,0.0
goodG2B2<duplicate>1,0,36,10,3,9,2,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,9,false,0.2777777777777778,0.0
CWE415_Double_Free__malloc_free_char_05_bad,1,37,11,3,10,2,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,10,false,0.2972972972972973,0.0
goodB2G1<duplicate>2,0,41,11,4,9,3,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,9,false,0.2682926829268293,0.0
goodB2G2<duplicate>2,0,36,10,3,9,2,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,9,false,0.2777777777777778,0.0
goodG2B1<duplicate>2,0,41,11,4,9,3,11,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,9,false,0.2682926829268293,0.0
goodG2B2<duplicate>2,0,36,10,3,9,2,10,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,false,4,9,false,0.2777777777777778,0.0
CWE415_Double_Free__malloc_free_char_06_bad,1,41,13,3,10,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,10,false,0.3170731707317073,0.0
goodB2G1<duplicate>3,0,44,13,4,9,5,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,9,false,0.29545454545454547,0.0
goodB2G2<duplicate>3,0,40,12,3,9,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,9,false,0.3,0.0
goodG2B1<duplicate>3,0,44,13,4,9,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,9,false,0.29545454545454547,0.0
goodG2B2<duplicate>3,0,40,12,3,9,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,9,false,0.3,0.0
CWE415_Double_Free__malloc_free_char_07_bad,1,41,13,3,10,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,10,false,0.3170731707317073,0.0
goodB2G1<duplicate>4,0,44,13,4,9,5,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,9,false,0.29545454545454547,0.0
goodB2G2<duplicate>4,0,40,12,3,9,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,9,false,0.3,0.0
goodG2B1<duplicate>4,0,44,13,4,9,5,11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,false,4,9,false,0.29545454545454547,0.0
